qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	90.392	2196	202	8	32073	34264	15591	13401	0.0	2878
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	96.287	835	31	0	14587	15421	35681	34847	0.0	1371
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	99.709	687	1	1	18267	18953	21039	21724	0.0	1258
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	96.278	618	23	0	1919	2536	48799	48182	0.0	1037
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	97.500	600	15	0	1796	2395	48781	48182	0.0	1037
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	91.223	638	54	2	26573	27209	23765	24401	0.0	870
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	97.240	471	13	0	2207	2677	48793	48323	0.0	819
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	97.603	459	11	0	1796	2254	48640	48182	0.0	793
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	100.000	387	0	0	19191	19577	21725	22111	0.0	715
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	90.393	458	44	0	25214	25671	23064	23521	2.82e-170	603
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	96.131	336	13	0	2342	2677	48799	48464	3.70e-159	566
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	97.170	318	9	0	1796	2113	48499	48182	2.24e-151	540
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	83.571	560	64	19	40456	40992	4915	4361	2.94e-140	503
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	93.814	291	18	0	30858	31148	18615	18325	8.42e-121	438
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	87.069	348	39	4	13915	14259	36362	36018	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	86.478	318	38	5	40093	40408	6258	5944	1.46e-93	348
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	91.270	252	17	4	27558	27807	25039	25287	8.78e-91	339
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	95.722	187	8	0	2491	2677	48791	48605	8.91e-81	305
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	94.915	177	9	0	1796	1972	48358	48182	5.40e-73	279
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	85.185	189	26	2	13530	13717	36756	36569	7.24e-47	193
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	90.625	128	9	3	29989	30115	18790	18665	4.39e-39	167
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	83.453	139	22	1	36900	37038	10773	10636	2.07e-27	128
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	93.347	3517	224	9	8842	12353	8838	12349	0.0	5228
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	93.211	3108	193	17	5520	8619	4907	8004	0.0	4630
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	96.599	2058	67	3	2779	4835	2069	4124	0.0	3459
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	98.602	1860	26	0	27950	29809	26947	28806	0.0	3317
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	99.543	1313	3	3	18267	19577	25612	26923	0.0	2394
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	93.462	1239	76	5	26573	27807	24112	25349	0.0	1836
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	92.875	1193	77	8	29989	31176	29084	30273	0.0	1725
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	96.287	835	31	0	14587	15421	14568	15402	0.0	1371
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	86.218	595	80	2	25214	25807	23258	23851	0.0	643
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	90.638	470	40	4	4759	5225	4147	4615	1.67e-177	627
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	87.246	345	38	4	13912	14253	13884	14225	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	84.211	380	58	2	36342	36720	38072	38450	1.12e-99	368
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	85.185	189	26	2	13530	13717	13493	13680	7.24e-47	193
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	86.982	169	13	6	40084	40250	41713	41874	1.57e-43	182
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	89.076	119	13	0	42788	42906	45314	45432	1.59e-33	148
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	80.110	181	25	8	40704	40882	42921	43092	2.68e-26	124
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	86.139	101	12	2	34178	34277	36075	36174	2.70e-21	108
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_3475965_3500163_Sp17	96.814	2825	90	0	26985	29809	7310	10134	0.0	4747
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_3475965_3500163_Sp17	99.695	1312	3	1	18266	19577	4724	6034	0.0	2403
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_3475965_3500163_Sp17	96.281	484	17	1	2779	3262	4248	4730	0.0	809
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_3475965_3500163_Sp17	91.273	275	24	0	29989	30263	10408	10682	6.69e-102	375
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	98.727	2513	32	0	25335	27847	18766	16254	0.0	4468
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	92.628	2686	177	15	36360	39029	6778	4098	0.0	3843
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	91.095	2448	208	9	32072	34513	11696	9253	0.0	3304
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	96.192	998	37	1	29679	30675	13775	12778	0.0	1631
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	97.063	715	21	0	10190	10904	34927	34213	0.0	1208
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	92.469	810	61	0	9345	10154	37481	36672	0.0	1160
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	87.010	408	51	2	43443	43849	1972	1566	6.46e-127	459
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	95.865	266	10	1	34706	34970	9025	8760	5.07e-118	429
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	73.150	946	219	30	28710	29639	14783	13857	3.18e-85	320
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	92.432	185	13	1	25011	25194	19345	19161	5.44e-68	263
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1541470_1589892_Sp6	97.727	44	0	1	2779	2822	37522	37480	2.73e-11	75.0
NC_002655.1_2743223_2788348_CP933U	CP001969.1	86.297	3846	476	43	41312	45126	2142955	2146780	0.0	4145
NC_002655.1_2743223_2788348_CP933U	CP001969.1	90.876	2170	183	12	32095	34258	1446309	1444149	0.0	2896
NC_002655.1_2743223_2788348_CP933U	CP001969.1	86.980	2550	321	11	41312	43856	1436758	1434215	0.0	2867
NC_002655.1_2743223_2788348_CP933U	CP001969.1	89.849	2187	215	6	32073	34255	2133786	2135969	0.0	2802
NC_002655.1_2743223_2788348_CP933U	CP001969.1	82.185	2975	474	43	9407	12356	1469102	1466159	0.0	2512
NC_002655.1_2743223_2788348_CP933U	CP001969.1	80.504	2975	524	45	9407	12356	593857	590914	0.0	2235
NC_002655.1_2743223_2788348_CP933U	CP001969.1	78.122	3483	682	66	8910	12356	1319993	1316555	0.0	2159
NC_002655.1_2743223_2788348_CP933U	CP001969.1	75.438	3595	760	105	5094	8626	1323628	1320095	0.0	1637
NC_002655.1_2743223_2788348_CP933U	CP001969.1	78.629	2494	469	55	6166	8626	2112577	2115039	0.0	1598
NC_002655.1_2743223_2788348_CP933U	CP001969.1	77.832	2648	512	58	19578	22186	5055414	5052803	0.0	1568
NC_002655.1_2743223_2788348_CP933U	CP001969.1	90.660	1167	101	7	4062	5224	598992	597830	0.0	1544
NC_002655.1_2743223_2788348_CP933U	CP001969.1	97.688	865	20	0	14587	15451	1463949	1463085	0.0	1487
NC_002655.1_2743223_2788348_CP933U	CP001969.1	75.484	3149	683	77	5520	8622	1473194	1470089	0.0	1459
NC_002655.1_2743223_2788348_CP933U	CP001969.1	89.140	1151	115	7	4059	5203	2110252	2111398	0.0	1424
NC_002655.1_2743223_2788348_CP933U	CP001969.1	75.222	3156	686	79	5520	8626	597537	594429	0.0	1411
NC_002655.1_2743223_2788348_CP933U	CP001969.1	88.870	1150	120	6	4068	5212	5069641	5068495	0.0	1408
NC_002655.1_2743223_2788348_CP933U	CP001969.1	76.728	2286	472	53	6372	8626	5067422	5065166	0.0	1223
NC_002655.1_2743223_2788348_CP933U	CP001969.1	80.236	1442	264	15	9407	10840	5064594	5063166	0.0	1068
NC_002655.1_2743223_2788348_CP933U	CP001969.1	79.236	1493	291	14	9407	10892	2115611	2117091	0.0	1027
NC_002655.1_2743223_2788348_CP933U	CP001969.1	91.725	713	58	1	4513	5225	1474197	1473486	0.0	989
NC_002655.1_2743223_2788348_CP933U	CP001969.1	83.418	983	135	10	38052	39029	2137936	2138895	0.0	887
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.848	858	110	14	27258	28105	1451143	1450296	0.0	846
NC_002655.1_2743223_2788348_CP933U	CP001969.1	82.323	990	147	10	38052	39036	1440476	1439510	0.0	833
NC_002655.1_2743223_2788348_CP933U	CP001969.1	88.077	671	79	1	26573	27242	1452122	1451452	0.0	798
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.549	576	86	3	26669	27242	576582	576008	7.95e-161	571
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.144	555	84	4	26660	27212	2130110	2130662	8.07e-151	538
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.071	565	54	24	40451	40992	1437628	1437077	3.78e-144	516
NC_002655.1_2743223_2788348_CP933U	CP001969.1	92.025	326	26	0	30858	31183	1449154	1448829	6.46e-127	459
NC_002655.1_2743223_2788348_CP933U	CP001969.1	73.821	1230	279	33	17054	18259	5056629	5055419	3.89e-124	449
NC_002655.1_2743223_2788348_CP933U	CP001969.1	86.822	387	48	3	25213	25599	2129663	2130046	5.07e-118	429
NC_002655.1_2743223_2788348_CP933U	CP001969.1	75.775	871	189	16	14587	15451	1314378	1313524	3.05e-115	420
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.719	445	36	21	40456	40880	2141294	2141726	3.05e-115	420
NC_002655.1_2743223_2788348_CP933U	CP001969.1	81.044	517	96	2	5520	6035	2111712	2112227	1.83e-112	411
NC_002655.1_2743223_2788348_CP933U	CP001969.1	75.487	873	188	20	14587	15451	588719	587865	3.07e-110	403
NC_002655.1_2743223_2788348_CP933U	CP001969.1	87.069	348	39	4	13915	14259	1464630	1464286	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	CP001969.1	86.226	363	44	6	4074	4431	1474723	1474362	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	CP001969.1	86.207	348	39	9	40073	40418	2140248	2140588	3.11e-100	370
NC_002655.1_2743223_2788348_CP933U	CP001969.1	81.859	441	77	3	25234	25674	1452762	1452325	1.12e-99	368
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.254	362	54	3	25241	25602	577009	576651	4.06e-94	350
NC_002655.1_2743223_2788348_CP933U	CP001969.1	83.702	362	56	3	25241	25602	1302445	1302087	8.78e-91	339
NC_002655.1_2743223_2788348_CP933U	CP001969.1	85.246	305	40	5	40107	40408	1438432	1438130	5.32e-83	313
NC_002655.1_2743223_2788348_CP933U	CP001969.1	88.372	172	15	4	24818	24987	926689	926521	1.20e-49	202
NC_002655.1_2743223_2788348_CP933U	CP001969.1	84.574	188	27	2	13530	13716	1465024	1464838	1.21e-44	185
NC_002655.1_2743223_2788348_CP933U	CP001969.1	93.860	114	7	0	31070	31183	5047729	5047616	9.43e-41	172
NC_002655.1_2743223_2788348_CP933U	CP001969.1	90.625	128	9	3	29989	30115	1449328	1449203	4.39e-39	167
NC_002655.1_2743223_2788348_CP933U	CP001969.1	78.838	241	46	5	29590	29829	1450317	1450081	2.64e-36	158
NC_002655.1_2743223_2788348_CP933U	CP001969.1	85.093	161	16	3	30986	31145	2131687	2131840	2.64e-36	158
NC_002655.1_2743223_2788348_CP933U	CP001969.1	98.438	64	1	0	1	64	2104964	2105027	5.79e-23	113
NC_002655.1_2743223_2788348_CP933U	CP001969.1	79.012	162	30	3	27559	27718	2130984	2131143	2.70e-21	108
NC_002655.1_2743223_2788348_CP933U	CP001969.1	96.667	60	2	0	1	60	2146832	2146891	4.51e-19	100
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	96.475	2383	76	8	2779	5155	569	2949	0.0	3969
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	97.925	2169	43	2	25004	27171	23819	25986	0.0	3790
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	86.105	3073	358	57	5583	8619	3392	6431	0.0	3251
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	91.493	2069	167	8	8842	10904	7265	9330	0.0	2868
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	93.015	272	18	1	27590	27860	26010	26281	5.14e-108	396
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2966382_3015014_CP933V	89.744	39	4	0	29980	30018	29128	29166	1.28e-04	52.8
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1702185_1752784_CP933X	88.152	3241	315	56	5520	8732	38007	34808	0.0	3797
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1702185_1752784_CP933X	91.795	1170	87	6	4059	5224	39464	38300	0.0	1622
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1702185_1752784_CP933X	96.073	382	15	0	10526	10907	34648	34267	1.67e-177	627
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1702185_1752784_CP933X	76.174	873	182	19	14587	15451	21468	20614	3.03e-120	436
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1702185_1752784_CP933X	83.978	362	55	3	25241	25602	9573	9215	1.89e-92	344
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	98.757	1931	24	0	25241	27171	28813	26883	0.0	3437
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	99.695	1312	3	1	18267	19578	25659	24349	0.0	2403
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	93.426	867	53	4	2779	3644	41023	40160	0.0	1299
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	92.045	440	33	2	33839	34277	59194	59632	1.01e-174	617
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	90.991	333	27	2	30853	31183	20905	20574	5.03e-123	446
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	90.785	293	27	0	27590	27882	26859	26567	6.65e-107	392
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1246012_1308719_Sp5	83.962	106	13	4	29725	29829	22772	22670	1.62e-18	99.0
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	98.705	1931	25	0	25241	27171	27979	26049	0.0	3432
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	93.426	867	53	4	2779	3644	40189	39326	0.0	1299
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	92.045	440	33	2	33839	34277	58360	58798	1.01e-174	617
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	90.991	333	27	2	30853	31183	21385	21054	5.03e-123	446
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	90.785	293	27	0	27590	27882	26025	25733	6.65e-107	392
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1330857_1391923_BP933W	83.962	106	13	4	29725	29829	23252	23150	1.62e-18	99.0
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	91.160	2387	196	9	2779	5158	33366	30988	0.0	3241
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	77.824	2647	515	58	19578	22186	17847	15235	0.0	1570
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	77.394	2287	453	53	6373	8626	29842	27587	0.0	1304
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	80.491	1507	273	16	9342	10840	27080	25587	0.0	1138
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	73.740	1230	280	33	17054	18259	19062	17852	1.81e-122	444
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	90.511	274	25	1	27610	27883	10887	10615	1.87e-97	361
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	92.958	142	8	2	29792	29931	10386	10245	9.29e-51	206
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_891123_929708_Sp3	81.081	222	40	2	5583	5803	30548	30328	7.29e-42	176
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_3550280_3558610_CP933Y	95.218	1861	88	1	27950	29809	1280	3140	0.0	2966
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_3550280_3558610_CP933Y	99.125	1257	8	3	18323	19577	1	1256	0.0	2272
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_3550280_3558610_CP933Y	91.273	275	24	0	29989	30263	3414	3688	6.69e-102	375
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	90.876	2170	183	12	32095	34258	13499	11339	0.0	2896
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	86.980	2550	321	11	41312	43856	3948	1405	0.0	2867
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	82.185	2975	474	43	9407	12356	36292	33349	0.0	2512
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	97.688	865	20	0	14587	15451	31139	30275	0.0	1487
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	75.484	3149	683	77	5520	8622	40384	37279	0.0	1459
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	91.725	713	58	1	4513	5225	41387	40676	0.0	989
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	84.848	858	110	14	27258	28105	18333	17486	0.0	846
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	82.323	990	147	10	38052	39036	7666	6700	0.0	833
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	88.077	671	79	1	26573	27242	19312	18642	0.0	798
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	84.071	565	54	24	40451	40992	4818	4267	3.78e-144	516
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	92.025	326	26	0	30858	31183	16344	16019	6.46e-127	459
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	87.069	348	39	4	13915	14259	31820	31476	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	86.226	363	44	6	4074	4431	41913	41552	8.60e-106	388
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	81.859	441	77	3	25234	25674	19952	19515	1.12e-99	368
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	85.246	305	40	5	40107	40408	5622	5320	5.32e-83	313
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	84.574	188	27	2	13530	13716	32214	32028	1.21e-44	185
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	90.625	128	9	3	29989	30115	16518	16393	4.39e-39	167
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-potB	78.838	241	46	5	29590	29829	17507	17271	2.64e-36	158
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	95.991	1746	66	4	4059	5803	31712	29970	0.0	2833
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	99.695	1313	3	1	18267	19579	45181	46492	0.0	2405
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	77.261	3483	700	66	8910	12356	27127	23701	0.0	1982
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	76.519	2287	473	55	6373	8626	29484	27229	0.0	1194
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	76.174	873	182	19	14587	15451	21524	20670	3.03e-120	436
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1618153_1665049.Sp8	83.978	362	55	3	25241	25602	9630	9272	1.89e-92	344
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_5347085_5357319_SpLE5	99.771	1312	2	1	18267	19578	2185	3495	0.0	2409
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_3852036_3875489_SpLE3	99.695	1311	3	1	18267	19577	18607	17298	0.0	2401
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	80.504	2975	524	45	9407	12356	35451	32508	0.0	2235
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	90.660	1167	101	7	4062	5224	40586	39424	0.0	1544
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	75.222	3156	686	79	5520	8626	39131	36023	0.0	1411
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	84.549	576	86	3	26669	27242	18176	17602	7.95e-161	571
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	75.487	873	188	20	14587	15451	30313	29459	3.07e-110	403
NC_002655.1_2743223_2788348_CP933U	phi-CFT073-smptB	84.254	362	54	3	25241	25602	18603	18245	4.06e-94	350
NC_002655.1_2743223_2788348_CP933U	PAI-CFT073-icdA	78.122	3483	682	66	8910	12356	35430	31992	0.0	2159
NC_002655.1_2743223_2788348_CP933U	PAI-CFT073-icdA	75.438	3595	760	105	5094	8626	39065	35532	0.0	1637
NC_002655.1_2743223_2788348_CP933U	PAI-CFT073-icdA	75.775	871	189	16	14587	15451	29815	28961	3.05e-115	420
NC_002655.1_2743223_2788348_CP933U	PAI-CFT073-icdA	83.702	362	56	3	25241	25602	17882	17524	8.78e-91	339
NC_002655.1_2743223_2788348_CP933U	AF326777.3	95.960	1312	52	1	18267	19578	10421	9111	0.0	2132
NC_002655.1_2743223_2788348_CP933U	AF326777.3	95.906	171	7	0	19407	19577	44888	44718	1.94e-72	278
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2738079_2751537_SpLE2	95.576	1311	57	1	18267	19577	3743	5052	0.0	2102
NC_002655.1_2743223_2788348_CP933U	AF141323.1	95.423	1311	55	4	18267	19577	7101	5796	0.0	2087
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1370456_1456704_SpLE1	95.050	1313	64	1	18267	19579	62752	61441	0.0	2067
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1370456_1456704_SpLE1	98.842	259	3	0	19319	19577	71129	70871	4.99e-128	462
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2592901_2614020_Sp13	94.896	1058	53	1	18267	19324	11768	10712	0.0	1657
NC_002655.1_2743223_2788348_CP933U	AF200692.2	95.477	796	35	1	18267	19062	24091	23297	0.0	1290
NC_002655.1_2743223_2788348_CP933U	AF200692.2	94.242	521	29	1	19057	19577	21029	20510	0.0	797
NC_002655.1_2743223_2788348_CP933U	NC_003197.1_2728976_2776816_gifsy1	75.715	1503	317	39	9336	10819	12326	13799	0.0	715
NC_002655.1_2743223_2788348_CP933U	FQ312003.1	75.715	1503	317	39	9336	10819	2738989	2740462	0.0	715
NC_002655.1_2743223_2788348_CP933U	FQ312003.1	87.770	139	14	3	26390	26526	2062302	2062439	7.34e-37	159
NC_002655.1_2743223_2788348_CP933U	FQ312003.1	100.000	60	0	0	1	60	2039742	2039801	2.08e-22	111
NC_002655.1_2743223_2788348_CP933U	CP014051.2	75.715	1503	317	39	9336	10819	2916076	2914603	0.0	715
NC_002655.1_2743223_2788348_CP933U	CP014051.2	72.822	2215	538	54	6375	8557	4659499	4661681	0.0	699
NC_002655.1_2743223_2788348_CP933U	CP014051.2	75.081	1236	290	17	22933	24159	4676470	4677696	1.72e-157	560
NC_002655.1_2743223_2788348_CP933U	CP014051.2	100.000	60	0	0	1	60	3575207	3575148	2.08e-22	111
NC_002655.1_2743223_2788348_CP933U	NC_003197.1_962612_1002017_fels1	72.780	2230	543	54	6378	8575	35262	33065	0.0	699
NC_002655.1_2743223_2788348_CP933U	NC_003197.1_962612_1002017_fels1	75.081	1236	290	17	22933	24159	18294	17068	1.72e-157	560
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_5040843_5079601_Sp18	75.330	531	117	12	29107	29630	35328	34805	5.48e-63	246
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_300041_310626_Sp1	100.000	60	0	0	1	60	8476	8417	2.08e-22	111
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_300073_323112_CP933HI	100.000	60	0	0	1	60	8445	8386	2.08e-22	111
NC_002655.1_2743223_2788348_CP933U	AF335540.1	100.000	33	0	0	29989	30021	17148	17180	2.13e-07	62.1
NC_002655.1_1330857_1391923_BP933W	NC_002655.1_1330857_1391923_BP933W	100.000	61067	0	0	1	61067	1	61067	0.0	1.128e+05
NC_002655.1_1330857_1391923_BP933W	NC_002655.1_1330857_1391923_BP933W	98.103	580	11	0	59722	60301	4398	4977	0.0	1011
NC_002655.1_1330857_1391923_BP933W	NC_002655.1_1330857_1391923_BP933W	98.103	580	11	0	4398	4977	59722	60301	0.0	1011
NC_002655.1_1330857_1391923_BP933W	NC_002655.1_1330857_1391923_BP933W	97.436	39	1	0	59276	59314	2391	2429	6.19e-09	67.6
NC_002655.1_1330857_1391923_BP933W	NC_002655.1_1330857_1391923_BP933W	97.436	39	1	0	2391	2429	59276	59314	6.19e-09	67.6
NC_002655.1_1330857_1391923_BP933W	NC_002695.1_1246012_1308719_Sp5	99.949	35346	17	1	24826	60171	25660	61004	0.0	65171
NC_002655.1_1330857_1391923_BP933W	NC_002695.1_1246012_1308719_Sp5	99.129	8499	73	1	1	8499	29	8526	0.0	15283
NC_002655.1_1330857_1391923_BP933W	NC_002695.1_1246012_1308719_Sp5	98.748	6231	72	5	18604	24831	18124	24351	0.0	11069
NC_002655.1_1330857_1391923_BP933W	NC_002695.1_1246012_1308719_Sp5	98.923	1950	19	2	15448	17396	15088	17036	0.0	3483
