X14993.1	X14993.1	100	100
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2895926_2943804_Sp15	9	9
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1246012_1308719_Sp5	8	8
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1330857_1391923_BP933W	6	6
NC_002655.1_1626722_1669479_CP933N	phi-CFT073-smptB	6	6
NC_002655.1_1626722_1669479_CP933N	phi-CFT073-smptB	6	6
NC_002655.1_1626722_1669479_CP933N	phi-CFT073-smptB	6	6
NC_002655.1_1626722_1669479_CP933N	phi-CFT073-smptB	6	6
NC_002655.1_1626722_1669479_CP933N	CP001969_558406_615433	6	6
NC_002655.1_1626722_1669479_CP933N	CP001969_558406_615433	6	6
NC_002655.1_1626722_1669479_CP933N	CP001969_558406_615433	6	6
NC_002655.1_1626722_1669479_CP933N	CP001969_558406_615433	6	6
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_891123_929708_Sp3	3	3
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_891123_929708_Sp3	3	3
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_891123_929708_Sp3	3	3
NC_002655.1_1626722_1669479_CP933N	PAI-CFT073-icdA	3	3
NC_002655.1_1626722_1669479_CP933N	PAI-CFT073-icdA	3	3
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1618153_1665049.Sp8	3	3
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1618153_1665049.Sp8	3	3
NC_002655.1_1626722_1669479_CP933N	CP001969_1284563_1331280	3	3
NC_002655.1_1626722_1669479_CP933N	CP001969_1284563_1331280	3	3
NC_002655.1_1626722_1669479_CP933N	CP000243.1_1241468_1288153	3	3
NC_002655.1_1626722_1669479_CP933N	CP000243.1_1241468_1288153	3	3
NC_002655.1_1626722_1669479_CP933N	FQ312003.1	2	2
NC_002655.1_1626722_1669479_CP933N	FQ312003.1	2	2
NC_002655.1_1626722_1669479_CP933N	FQ312003.1	2	2
NC_002655.1_1626722_1669479_CP933N	NC_003197.1_2728976_2776816_gifsy1	2	2
NC_002655.1_1626722_1669479_CP933N	CP014051.2	2	2
NC_002655.1_1626722_1669479_CP933N	CP014051.2	2	2
NC_002655.1_1626722_1669479_CP933N	NC_003197.1_962612_1002017_fels1	2	2
NC_002655.1_1626722_1669479_CP933N	AF335540.1	0	0
NC_002655.1_1626722_1669479_CP933N	CP026877.1_3884431_3900752	0	0
NC_002655.1_1626722_1669479_CP933N	CP026845.1_2419450_2437624	0	0
NC_002655.1_1678706_1693737_CP933C	NC_002655.1_1678706_1693737_CP933C	100	100
NC_002655.1_1678706_1693737_CP933C	NC_002695.1_1594570_1610032_Sp7	100	100
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1678706_1693737_CP933C	CP001969.1	20	20
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1702185_1752784_CP933X	92	92
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1702185_1752784_CP933X	92	92
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1702185_1752784_CP933X	92	92
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1702185_1752784_CP933X	92	92
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1618153_1665049.Sp8	76	76
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-smptB	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969.1	58	58
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1757506_1815680_Sp9	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1757506_1815680_Sp9	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1757506_1815680_Sp9	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1757506_1815680_Sp9	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1757506_1815680_Sp9	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2158174_2203951_Sp11	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2966382_3015014_CP933V	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1921414_1972525_Sp10	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1921414_1972525_Sp10	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1921414_1972525_Sp10	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1921414_1972525_Sp10	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1921414_1972525_Sp10	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2895926_2943804_Sp15	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2895926_2943804_Sp15	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2895926_2943804_Sp15	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2895926_2943804_Sp15	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2895926_2943804_Sp15	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1541470_1589892_Sp6	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1541470_1589892_Sp6	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1541470_1589892_Sp6	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2203952_2250093_Sp12	29	29
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2282949_2330172_CP933P	24	24
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1626722_1669479_CP933N	11	11
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1626722_1669479_CP933N	11	11
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1626722_1669479_CP933N	11	11
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1251828_1295458_CP933M	19	19
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1849488_1927638_CP933O	21	21
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-icdA	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP001969_1284563_1331280	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1241468_1288153	23	23
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1161091_1210740_Sp4	21	21
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2116354_2165694_CP933R	16	16
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_4648075_4694486_LEE	5	5
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_4580864_4624313_SpLE4	5	5
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1370456_1456704_SpLE1	5	5
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	phi-CFT073-potB	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP007275.1_456869_503186	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP001969_1432810_1479128	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	CP000243.1_1388572_1434890	26	26
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2743223_2788348_CP933U	12	12
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2743223_2788348_CP933U	12	12
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2743223_2788348_CP933U	12	12
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2743223_2788348_CP933U	12	12
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_2743223_2788348_CP933U	12	12
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_3852036_3875489_SpLE3	4	4
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_3852036_3875489_SpLE3	4	4
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_3852036_3875489_SpLE3	4	4
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2668007_2712035_Sp14	15	15
NC_002655.1_1702185_1752784_CP933X	AF326777.3	5	5
NC_002655.1_1702185_1752784_CP933X	AF326777.3	5	5
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1330857_1391923_BP933W	5	5
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_1330857_1391923_BP933W	5	5
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_3475965_3500163_Sp17	3	3
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_3475965_3500163_Sp17	3	3
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-asnT	10	10
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-asnT	10	10
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-asnT	10	10
NC_002655.1_1702185_1752784_CP933X	PAI-CFT073-asnT	10	10
NC_002655.1_1702185_1752784_CP933X	CP007275.1_1167302_1245044	10	10
NC_002655.1_1702185_1752784_CP933X	CP007275.1_1167302_1245044	10	10
NC_002655.1_1702185_1752784_CP933X	CP007275.1_1167302_1245044	10	10
NC_002655.1_1702185_1752784_CP933X	CP007275.1_1167302_1245044	10	10
NC_002655.1_1702185_1752784_CP933X	CP001969_2105363_2183106	10	10
NC_002655.1_1702185_1752784_CP933X	CP001969_2105363_2183106	10	10
NC_002655.1_1702185_1752784_CP933X	CP001969_2105363_2183106	10	10
NC_002655.1_1702185_1752784_CP933X	CP001969_2105363_2183106	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_891123_929708_Sp3	10	10
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_1246012_1308719_Sp5	2	2
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_300041_310626_Sp1	1	1
NC_002655.1_1702185_1752784_CP933X	NC_002655.1_300073_323112_CP933HI	1	1
NC_002655.1_1702185_1752784_CP933X	NC_003197.1_962612_1002017_fels1	5	5
NC_002655.1_1702185_1752784_CP933X	CP014051.2	5	5
NC_002655.1_1702185_1752784_CP933X	CP014051.2	5	5
NC_002655.1_1702185_1752784_CP933X	AF200692.2	2	2
NC_002655.1_1702185_1752784_CP933X	AF200692.2	2	2
NC_002655.1_1702185_1752784_CP933X	AE005674.2_3051465_3077703	2	2
NC_002655.1_1702185_1752784_CP933X	AE005674.2_3051465_3077703	2	2
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2592901_2614020_Sp13	1	1
NC_002655.1_1702185_1752784_CP933X	NC_002695.1_2592901_2614020_Sp13	1	1
NC_002655.1_1702185_1752784_CP933X	FQ312003.1	2	2
NC_002655.1_1702185_1752784_CP933X	FQ312003.1	2	2
NC_002655.1_1702185_1752784_CP933X	CP016497.1_713759_781318	2	2
NC_002655.1_1702185_1752784_CP933X	CP016497.1_713759_781318	2	2
NC_002655.1_1702185_1752784_CP933X	NC_003197.1_2728976_2776816_gifsy1	0	0
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_1849488_1927638_CP933O	100	100
