genomic island,type of genomic island,role of the genomic island,base composition (%G+C),strain,strain Genbank sequence ID,genomic island GenBank Sequence ID,size (kb),start,end,source(s),PMID(s),notes,file name,,,
B054,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",36.2,Listeria ivanovii WSLC3009,,DQ003640.1,48.172,1,48172,https://doi.org/10.1128/JB.01041-09,19783628,,B054_1_48172.fasta,,,
B025,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",35.1,Listeria ivanovii WSLC3009,,DQ003639.1,42.653,1,42653,https://doi.org/10.1128/JB.01041-09,19783628,,B025_1_42653.fasta,,,
PSA,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",34.8,Listeria monocytogenes WSLC1042,,AJ312240.2,37.618,1,37618,https://doi.org/10.1128/JB.01041-09,19783628,,PSA_1_37618.fasta,,,
A500,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",36.7,Listeria monocytogenes WSLC1042,,DQ003637.1,38.867,1,38867,https://doi.org/10.1128/JB.01041-09,19783628,,A500_1_38867.fasta,,,
A118,phage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",,Listeria monocytogenes,NC_003210.1,,,2361897,2402366,https://doi.org/10.1046/j.1365-2958.2000.01720.x,,,NC_003210.1_2361897_2402366_A118.fasta,,,
A006,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",35.5,Listeria monocytogenes WSLC1001,,DQ003642.1,38.124,1,38124,https://doi.org/10.1128/JB.01041-09,19783628,,A006_1_38124.fasta,,,
vB-LmoM-SH3-3,bacteriophage,"RNA/DNA polymerase, virion protein, tail protein, capsid protein, endolysin, ribonucleoside-diphosphate reductase",36,Listeria monocytogenes LM008,,,136.801,,,https://doi.org/10.1016/j.foodcont.2019.106830,,Not well-known,,,,
BcenGI11/cenocepacia island (cci),PAI,"virulence, metabolism (fatty acid biosynthesis, amino acid metabolism), transcriptional regulation, quorum sensing (CciIR system)",62,Burkholderia cenocepacia J2315,AM747721.1,,44.1,290291,334378,"https://doi.org/10.1128/iai.72.3.1537-1547.2004; https://doi.org/10.1038/nrmicro1085; https://doi.org/10.1128/JB.01230-08","14977960, 15643431, 18931103",,BcenGI11_290291_334378.fasta,,,
BcenGI15,PAI,"DNA integration, excision, stabilization, type II toxin-antitoxin system",45,Burkholderia cenocepacia IPCU-A,JYNB01000081.1,,107.277,12559,119836,https://doi.org/10.3389/fmicb.2017.00590,28428775,,BcenGI15_12559_119836.fasta,,,
BcenGI14/BcepMu,prophage,"replication/regulation/pathogenesis, host lysis, capsid formation, tail and tail fiber formation",62.8,Burkholderia cenocepacia J2315,AM747722.1,,36.748,573207,609954,"https://doi.org/10.1016/j.jmb.2004.04.053; https://doi.org/10.1128/JB.01230-08","15184022, 18931103",,BcenGI14_573207_609954.fasta,,,
BcenGI13,prophage,crucial for Burkholderia cenocepacia survival; otherwise unknown,54.3,Burkholderia cenocepacia J2315,AM747721.1,,46.2,2091701,2137922,"https://doi.org/10.3389/fmicb.2018.01118; https://doi.org/10.1128/JB.01230-08","29896180, 18931103",,BcenGI13_2091701_2137922.fasta,,,
BcenGI12,prophage,quorum sensing regulatory genes,63.2,Burkholderia cenocepacia J2315,AM747721.1,,46.8,1140183,1186975,"https://doi.org/10.1186/1471-2164-10-441; https://doi.org/10.1128/JB.01230-08","19761612, 18931103",,BcenGI12_1140183_1186975.fasta,,,
BcenGI5,,metabolic genes,60.3,Burkholderia cenocepacia J2315,AM747720.1,,92.8,1222566,1315385,"https://doi.org/10.1186/s12864-015-1993-3; https://doi.org/10.1128/JB.01230-08",18931103,,BcenGI5_1222566_1315385.fasta,,,
BcenGI6,,unknown,58.8,Burkholderia cenocepacia J2315,AM747720.1,,34.2,1402882,1437088,"https://doi.org/10.1186/s12864-015-1993-3; https://doi.org/10.1128/JB.01230-08",18931103,,BcenGI6_1402882_1437088.fasta,,,
BcenGI7/KS10,prophage,"transposition genes, DNA binding proteins, capsid formation, tail proteins",62.9,Burkholderia cenocepacia J2315,AM747720.1,,37.635,1728918,1766551,"https://doi.org/10.1186/1471-2164-9-615; https://doi.org/10.1128/JB.01230-08","19094239, 18931103",,BcenGI7_1728918_1766551.fasta,,,
BcenGI1,prophage,contains group II intron; similar to phiK96243,68.5,Burkholderia cenocepacia J2315,AM747720.1,,25,100361,125265,https://doi.org/10.1128/JB.01230-08,18931103,,BcenGI1_100361_125265.fasta,,,
phiK96243/GI2,prophage,contains two clusters of putative transcription factors,65.4,Burkholderia pseudomallei K96243,BX571965.1,,36.2,145390,180728,"https://doi.org/10.1073/pnas.0403302101; https://doi.org/10.1016/j.mib.2007.05.016","15377794, 17719265",,phiK96243_145390_180728.fasta,,,
BcenGI2,,contains ICE (integrative conjugative element),55.7,Burkholderia cenocepacia J2315,AM747720.1,,16.4,188011,204429,https://doi.org/10.1128/JB.01230-08,18931103,,BcenGI2_188011_204429.fasta,,,
BcenGI3,,type I restriction modification system,56.5,Burkholderia cenocepacia J2315,AM747720.1,,13.1,449978,463082,https://doi.org/10.1128/JB.01230-08,18931103,These seem to be used in other studies too,BcenGI3_449978_463082.fasta,,,
BcenGI8,,"metabolic genes (D-lactate dehydrogenase, O-antigen acetylase, glutathione S-transferase), MFS transporter, ABC transporter ",61.4,Burkholderia cenocepacia J2315,AM747720.1,,121.9,2738065,2859923,https://doi.org/10.1128/JB.01230-08,18931103,,BcenGI8_2738065_2859923.fasta,,,
BcenGI9,,possible phage remnant,62.8,Burkholderia cenocepacia J2315,AM747720.1,,16.3,3241588,3257909,https://doi.org/10.1128/JB.01230-08,18931103,,BcenGI9_3241588_3257909.fasta,,,
phi1026b,bacteriophage,"DNA packaging, head morphogenesis, tail morphogenesis, host lysis, DNA replication, LysR family transcriptional regulator, major facilitator superfamily (MFS) transporter",60.8,Burkholderia pseudomallei 1026b,CP002833.1,,54.5,2334598,2387988,https://doi.org/10.1371/journal.pone.0036507,22615773,,phi1026b_2334598_2387988.fasta,,,
GI1,,contains lipoproteins,61.5,Burkholderia pseudomallei K96243,BX571965.1,,12.6,92536,104915,https://doi.org/10.1073/pnas.0403302101,15377794,,GI1_92536_104915.fasta,,,
GI3,putative prophage,contains dienelactone hydrolase family protein,56.6,Burkholderia pseudomallei K96243,BX571965.1,,51.3,602532,653746,https://doi.org/10.1073/pnas.0403302101,15377794,,GI3_602532_653746.fasta,,,
GI4,,contains putative RNA 2'-phosphotransferase and putative helicase,56.8,Burkholderia pseudomallei K96243,BX571965.1,,39.7,859567,898423,https://doi.org/10.1073/pnas.0403302101,15377794,,GI4_859567_898423.fasta,,,
GI5,,contains putative type I restriction system and plasmid replication protein,58.7,Burkholderia pseudomallei K96243,BX571965.1,,11.7,1100898,1111933,https://doi.org/10.1073/pnas.0403302101,15377794,,GI5_1100898_1111933.fasta,,,
GI6,prophage-like,,58.8,Burkholderia pseudomallei K96243,BX571965.1,,15,1322871,1337464,https://doi.org/10.1073/pnas.0403302101,15377794,,GI6_1322871_1337464.fasta,,,
GI8,,"transport protein, hemolysin-related proteins, amine catabolism, YadA-like exported protein, regulator proteins",62,Burkholderia pseudomallei K96243,BX571965.1,,92.3,1902196,1993689,https://doi.org/10.1073/pnas.0403302101,15377794,,GI8_1902196_1993689.fasta,,,
GI9,prophage-like,,64,Burkholderia pseudomallei K96243,BX571965.1,,9.8,3097526,3106971,https://doi.org/10.1073/pnas.0403302101,15377794,,GI9_3097526_3106971.fasta,,,
GI11,,"recombinase, replication proteins, conjugal plasmid transfer proteins",55.9,Burkholderia pseudomallei K96243,BX571965.1,,15.3,3873083,3887254,https://doi.org/10.1073/pnas.0403302101,15377794,,GI11_3873083_3887254.fasta,,,
GI12,prophage-like,,57.3,Burkholderia pseudomallei K96243,BX571965.1,,11.5,3964455,3975872,https://doi.org/10.1073/pnas.0403302101,15377794,,GI12_3964455_3975872.fasta,,,
GI13,prophage-like,,58.4,Burkholderia pseudomallei K96243,BX571966.1,,19,518995,538104,https://doi.org/10.1073/pnas.0403302101,15377794,,GI13_518995_538104.fasta,,,
GI14,,contains putative collagenase,55.1,Burkholderia pseudomallei K96243,BX571966.1,,18.6,885812,904376,https://doi.org/10.1073/pnas.0403302101,15377794,,GI14_885812_904376.fasta,,,
GI15,putative prophage,contains ParA homologue,65.2,Burkholderia pseudomallei K96243,BX571966.1,,34.6,1426445,1462214,https://doi.org/10.1073/pnas.0403302101,15377794,,GI15_1426445_1462214.fasta,,,
GI16,,"metabolic island (ABC transporters, large cell surface protein, fatty aldehyde dehydrogenase)",59.3,Burkholderia pseudomallei K96243,BX571966.1,,61.8,2767547,2829356,https://doi.org/10.1073/pnas.0403302101,15377794,,GI16_2767547_2829356.fasta,,,
SPI-1,,Encodes for an offensive type III secretion which injects effector proteins into host cells to trigger invasion and inflammatory responses,,Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 chromosome,CP014051.2,,,2612498,2642905,"Galán J. E. (2001). ""Salmonella interactions with host cells: type III secretion at work."" Annu. Rev. Cell Dev. Biol. 17, 53-86. doi: 10.1146/annurev.cellbio.17.1.53 ; Kimbrough TG, Miller SI, 2002. ""Assembly of the type III secretion needle complex of Salmonella typhimurium."" Microbes Infect. 4(1):75-82. doi: 10.1016/s1286-4579(01)01512-x ; Lostroh CP, Lee CA, 2001. ""The Salmonella pathogenicity island-1 type III secretion system."" Microbes Infect. 3:1281-1291. doi: 10.1016/s1286-4579(01)01488-5 ; Marcus SL, et al., 2000. ""Salmonella pathogenicity islands: big virulence in small packages."" Microbes Infect. 2(2):145-156.  doi: 10.1016/s1286-4579(00)00273-2 ; Schmidt H, Hensel M, 2004. ""Pathogenicity islands in bacterial pathogenesis."" Clin. Microbiol. Rev. 17(1):14-56. doi: 10.1128/CMR.17.1.14-56.2004 ",11687484 ; 11825778 ; 11755416 ; 10742687 ; 14726454,,CP014051.2_2612498_2642905.fasta,,,
SPI-2,,Encodes for a defensive type III secretion which inhibits macrophage digestion (Found in all subspecies of S. enterica),44.6,Salmonella enterica subsp. enterica serovar Typhimurium strain LT2 chromosome,CP014051.2,,42.1,4155671,4197760,"Gallois A, et al., 2001. ""Salmonella pathogenicity island 2-encoded type III secretion system mediates exclusion of NADPH oxidase assembly from the phagosomal membrane."" J. Immunol. 166(9):5741-5748. doi: 10.4049/jimmunol.166.9.5741 ; Hensel M, 2000. ""Salmonella pathogenicity island 2."" Mol. Microbiol. 36(5):1015-1023.  doi: 10.1046/j.1365-2958.2000.01935.x ; Hensel M, et al., 1999. ""Molecular and functional analysis indicates a mosaic structure of Salmonella pathogenicity island 2."" Mol. Microbiol. 31(2):489-498. https://doi.org/10.1046/j.1365-2958.1999.01190.x ; Knodler, Leigh A., et al. ""Salmonella Effectors within a Single Pathogenicity Island Are Differentially Expressed and Translocated by Separate Type III Secretion Systems."" Mol. Microbiol., vol. 43, no. 5, 2002, pp. 1089-1103., doi:10.1046/j.1365-2958.2002.02820.x.",11313417 ; 10844687 ; 10027966 ; 11918798,,CP014051.2_4155671_4197760.fasta,,,
SPI-3,,Encodes for a high-affinity magnesium transport system - required for intramacrophage survival and virulence,,,,AF106566.1,,,,"Blanc-Potard AB, Groisman EA, 1997. ""The Salmonella selC locus contains a pathogenicity island mediating intramacrophage survival."" EMBO J. 16(17):5376-5385. doi: 10.1093/emboj/16.17.5376 ; Blanc-Potard AB, et al., 1999. ""The SPI-3 pathogenicity island of Salmonella enterica."" J. Bacteriol. 181(3):998-1004. doi: 10.1128/JB.181.3.998-1004.1999  ; Marcus SL, et al., 2000. ""Salmonella pathogenicity islands: big virulence in small packages."" Microbes Infect. 2(2):145-156. doi: 10.1016/s1286-4579(00)00273-2 ; Moncrief MB, Maguire ME, 1998. ""Magnesium and the role of MgtC in growth of Salmonella typhimurium."" Infect. Immun. 66(8):3802-3809. doi: 10.1128/IAI.66.8.3802-3809.1998 ",9311997 ; 9922266 ; 10742687 ; 9673265 ,,AF106566.1.fasta,,,
SPI-4,,"Encodes a type I secretion system that mediates toxin secretion, much like E.coli hemolysin secretion",44.8,,,AF060869.1,,,,"Marcus SL, et al., 2000. ""Salmonella pathogenicity islands: big virulence in small packages."" Microbes Infect. 2(2):145-156. doi: 10.1016/s1286-4579(00)00273-2 ; Wong KK, et al., 1998. ""Identification and sequence analysis of a 27-kilobase chromosomal fragment containing a Salmonella pathogenicity island located at 92 minutes on the chromosome map of Salmonella enterica serovar typhimurium LT2."" Infect. Immun. 66(7):3365-3371.doi:10.1128/IAI.66.7.3365-3371.1998",10742687 ; 9632606 ,,AF060869.1.fasta,,,
SPI-5,,Associated with enteropathogenesis,,Salmonella enterica subsp. enterica serovar Typhimurium SL1344 complete genome,FQ312003.1,,,1131644,1140752,"Knodler LA, et al., 2002. ""Salmonella effectors within a single pathogenicity island are differentially expressed and translocated by separate type III secretion systems."" Mol. Microbiol. 43(5):1089-1103. https://doi.org/10.1046/j.1365-2958.2002.02820.x ; Norris FA, et al., 1998. ""SopB, a protein required for virulence of Salmonella dublin, is an inositol phosphate phosphatase."" Proc. Natl. Acad. Sci. USA 95(24):14057-14059. doi: 10.1073/pnas.95.24.14057  ; Wood MW, et al., 1998. ""Identification of a pathogenicity island required for Salmonella enteropathogenicity."" Mol. Microbiol. 29(3):883-891. doi: 10.1046/j.1365-2958.1998.00984.x ",11918798 ; 9826652 ; 9723926,,FQ312003.1_1131644_1140752.fasta,,,
SPI-6,,Contains gene clusters which encode for invasins. Affects invasion of cultured cells was via an unknown mechanism.,51.5,Salmonella enterica subsp. enterica serovar Typhimurium strain SL1344 chromosome,FQ312003.1,,46.3,304515,350828,"Aslett, M. ""Salmonella Enterica Subsp. Enterica Serovar Typhimurium SL1344 Complet - Nucleotide - NCBI."" Advances in Pediatrics., U.S. National Library of Medicine, 12 July 2015, www.ncbi.nlm.nih.gov/nuccore/FQ312003.1?from=304515. doi: 10.1073/pnas.1201061109 ; Bots, M. ""SPI-CI and SPI-6 Cooperate in the Protection from Effector Cell-Mediated Cytotoxicity."" Blood, vol. 105, no. 3, 2004, pp. 1153-1161., doi:10.1182/blood-2004-03-0791. ; Hensel, Michael. ""Evolution of Pathogenicity Islands of Salmonella Enterica."" International Journal of Medical Microbiology, vol. 294, no. 2-3, 2004, pp. 95-102., doi:10.1016/j.ijmm.2004.06.025.",15454490 ; 15493819 ,,FQ312003.1_304515_350828.fasta,,,
SPI-7,,"Specific for sv. Typhi, Dublin and Paratyphi C. Encodes the Vi antigen, a capsular exopolysaccaride.",49.7,,,,120,,,"Hensel, Michael. ""Evolution of Pathogenicity Islands of Salmonella Enterica."" International Journal of Medical Microbiology, vol. 294, no. 2-3, 2004, pp. 95-102., doi:10.1016/j.ijmm.2004.06.025. ; Pickard, D., et al. ""Composition, Acquisition, and Distribution of the Vi Exopolysaccharide-Encoding Salmonella Enterica Pathogenicity Island SPI-7."" Journal of Bacteriology, vol. 185, no. 17, 2003, pp. 5055-5065., doi:10.1128/jb.185.17.5055-5065.2003.",15493819 ; 12923078,,,,,
SPI-8,,SPI-8 encodes two bacteriocin pseudogenes and a degenerate integrase. Genes conferring immunity to the baceteriocins remain intact.,38.1,,,,,,,"Hensel, Michael. ""Evolution of Pathogenicity Islands of Salmonella Enterica."" International Journal of Medical Microbiology, vol. 294, no. 2-3, 2004, pp. 95-102., doi:10.1016/j.ijmm.2004.06.025. ; Saroj, S. D., et al. ""Distribution of Salmonella Pathogenicity Island (SPI)-8 and SPI-10 among Different Serotypes of Salmonella."" Journal of Medical Microbiology, vol. 57, no. 4, 2008, pp. 424-427., doi:10.1099/jmm.0.47630-0.",15493819 ; 18349359,,,,,
SPI-9,,"SPI-9 carries genes that encode for a type I secretory apparatus and single, large repeats in a (RTX)-like toxin protein",56.7,,,,,,,"Hensel, Michael. ""Evolution of Pathogenicity Islands of Salmonella Enterica."" International Journal of Medical Microbiology, vol. 294, no. 2-3, 2004, pp. 95-102., doi:10.1016/j.ijmm.2004.06.025.",15493819,,,,,
SPI-10,,Has been found to promote survival in macrophages. Encodes for the known virulence factor Sef fimbrae,46.6,,,,,,,"Hensel, Michael. ""Evolution of Pathogenicity Islands of Salmonella Enterica."" International Journal of Medical Microbiology, vol. 294, no. 2-3, 2004, pp. 95-102., doi:10.1016/j.ijmm.2004.06.025. ; Saroj, S. D., et al. ""Distribution of Salmonella Pathogenicity Island (SPI)-8 and SPI-10 among Different Serotypes of Salmonella."" Journal of Medical Microbiology, vol. 57, no. 4, 2008, pp. 424-427., doi:10.1099/jmm.0.47630-0.",15493819 ; 18349359 ,,,,,
SGI-1,,"Confers resistance to chloramphenicol, florfenicol, streptomycin, spectinomycin, and tetracycline",,,,AF261825.2,,,,https://doi.org/10.1111/j.1574-6968.2000.tb09245.x,,,AF261825.2.fasta,,,
SGI1-A,,"Contains the dfrA1 cassette array, which confers for the a resistance to trimethoprim",,Salmonella interica subsp. Enterica serovar Agona strain 1169SA97 ,,,,,,"Beutlich, Janine, et al. ""Antimicrobial Resistance and Virulence Determinants in European Salmonella Genomic Island 1-Positive Salmonella Enterica Isolates from Different Origins."" Applied and Environmental Microbiology, vol. 77, no. 16, 2011, pp. 5655-5664., doi:10.1128/aem.00425-11. ; Doublet, B., et al. ""Salmonella Genomic Island 1 Multidrug Resistance Gene Clusters in Salmonella Enterica Serovar Agona Isolated in Belgium in 1992 to 2002."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 7, 2004, pp. 2510-2517., doi:10.1128/aac.48.7.2510-2517.2004.",21705546 ; 15215102,,,,,
SGI1-B,,Encodes for ApSu resistance,,Salmonella enterica subsp. enterica serovar Paratyphi B strain dT+ chromosome,,,,,,"Djordjevic, S. P., et al. ""Emergence and Evolution of Multiply Antibiotic-Resistant Salmonella Enterica Serovar Paratyphi B D-Tartrate-Utilizing Strains Containing SGI1."" Antimicrobial Agents and Chemotherapy, vol. 53, no. 6, 2009, pp. 2319-2326., doi:10.1128/aac.01532-08. ; Doublet, B., et al. ""Salmonella Genomic Island 1 Multidrug Resistance Gene Clusters in Salmonella Enterica Serovar Agona Isolated in Belgium in 1992 to 2002."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 7, 2004, pp. 2510-2517., doi:10.1128/aac.48.7.2510-2517.2004.",19332668 ; 15215102,,,,,
SGI1-C,,Encodes for additional gentamicin resistance,,Salmonella enterica subsp. enterica serovar Paratyphi B strain dT+ chromosome,,,,,,"Beutlich, Janine, et al. ""Antimicrobial Resistance and Virulence Determinants in European Salmonella Genomic Island 1-Positive Salmonella Enterica Isolates from Different Origins."" Applied and Environmental Microbiology, vol. 77, no. 16, 2011, pp. 5655-5664., doi:10.1128/aem.00425-11. ; Djordjevic, S. P., et al. ""Emergence and Evolution of Multiply Antibiotic-Resistant Salmonella Enterica Serovar Paratyphi B D-Tartrate-Utilizing Strains Containing SGI1."" Antimicrobial Agents and Chemotherapy, vol. 53, no. 6, 2009, pp. 2319-2326., doi:10.1128/aac.01532-08.",21705546 ; 19332668,,,,,
SGI1-D,,"Contains the dfrA1 cassette array, which confers resistance to trimethoprim",,Salmonella enterica subsp. enterica serovar Agona strain 953SA98,,,,,,"Doublet, B., et al. ""Salmonella Genomic Island 1 Multidrug Resistance Gene Clusters in Salmonella Enterica Serovar Agona Isolated in Belgium in 1992 to 2002."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 7, 2004, pp. 2510-2517., doi:10.1128/aac.48.7.2510-2517.2004.",15215102,,,,,
SGI1-E,,"Little is know regarding the particular role of SGI1-E. Variant SGI1-like elements were found with MDR regions consisting of an integron related to that in SGI1 but which contains a 10-kb inversion between two copies of IS6100, one which is inserted in floR",,,,,,,,"Boyd, D., et al. ""Characterization of Variant Salmonella Genomic Island 1 Multidrug Resistance Regions from Serovars Typhimurium DT104 and Agona."" Antimicrobial Agents and Chemotherapy, vol. 46, no. 6, 2002, pp. 1714-1722., doi:10.1128/aac.46.6.1714-1722.2002.",12019080,,,,,
SGI1-F,,Confers resistance to multidrug-resistant strains of the S. enterica Albany serovar,,Salmonella enterica subsp. enterica serovar Albany strain 7205.00 chromosome,,,43,,,"Doublet, B., et al. ""Salmonella Genomic Island 1 Multidrug Resistance Gene Clusters in Salmonella Enterica Serovar Agona Isolated in Belgium in 1992 to 2002."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 7, 2004, pp. 2510-2517., doi:10.1128/aac.48.7.2510-2517.2004. ; Doublet, Benot, et al. ""Variant Salmonella Genomic Island 1 Antibiotic Resistance Gene Cluster in Salmonella Enterica Serovar Albany."" Emerging Infectious Diseases, vol. 9, no. 5, 2003, pp. 585-591., doi:10.3201/eid0905.020609.",15215102 ; 12737743 ,,,,,
SGI1-G,,"Contains the pse-1 casette array with the additional insertion of the orf513/dfrA10 region, confers resistance to streptomycin-spectinomycin",,,,,,,,"Doublet, B., et al. ""Salmonella Genomic Island 1 Multidrug Resistance Gene Clusters in Salmonella Enterica Serovar Agona Isolated in Belgium in 1992 to 2002."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 7, 2004, pp. 2510-2517., doi:10.1128/aac.48.7.2510-2517.2004.",15215102,,,,,
SGI1-H,,Unspecified ,,Salmonella enterica subsp. Enterica serovar Newport strain 01 - 2174 chromosome,,,43,,,"Doublet, B., et al. ""Variant Salmonella Genomic Island 1 Antibiotic Resistance Gene Cluster Containing a Novel 3'-N-Aminoglycoside Acetyltransferase Gene Cassette, Aac(3)-Id, in Salmonella Enterica Serovar Newport."" Antimicrobial Agents and Chemotherapy, vol. 48, no. 10, 2004, pp. 3806-3812., doi:10.1128/aac.48.10.3806-3812.2004.",15388438,,,,,
SGI1-I,,"Contains the dfrA1-orfC cassette array, which confers for the a resistance to trimethoprim",,,,,,,,"Boyd, D. A., et al. ""Salmonella Genomic Island 1 (SGI1), Variant SGI1-I, and New Variant SGI1-O in Proteus Mirabilis Clinical and Food Isolates from China."" Antimicrobial Agents and Chemotherapy, vol. 52, no. 1, 2007, pp. 340-344., doi:10.1128/aac.00902-07. ; Levings, R. S., et al. ""The Genomic Island SGI1, Containing the Multiple Antibiotic Resistance Region of Salmonella Enterica Serovar Typhimurium DT104 or Variants of It, Is Widely Distributed in Other S. Enterica Serovars."" Journal of Bacteriology, vol. 187, no. 13, 2005, pp. 4401-4409., doi:10.1128/jb.187.13.4401-4409.2005.",18025121 ; 15968049,,,,,
SGI1-J,,"Contains the dfrA1-orfC cassette array, which confers for the a resistance to trimethoprim",,,,,,,,"Levings, R. S., et al. ""The Genomic Island SGI1, Containing the Multiple Antibiotic Resistance Region of Salmonella Enterica Serovar Typhimurium DT104 or Variants of It, Is Widely Distributed in Other S. Enterica Serovars."" Journal of Bacteriology, vol. 187, no. 13, 2005, pp. 4401-4409., doi:10.1128/jb.187.13.4401-4409.2005.",15968049,,,,,
SGI1-K,,A mutli-drug-resistant variant form of SGI1 containing a mercury resistance module.,51.1,Salmonella enterica subsp. enterica serovar Kentucky strain SRC73,,AY463797.8,,,,"Hamidian, M., et al. ""The Complete Sequence of Salmonella Genomic Island SGI1-K."" Journal of Antimicrobial Chemotherapy, vol. 70, no. 1, 2014, pp. 305-306., doi:10.1093/jac/dku331. ; Levings, R. S., et al. ""SGI1-K, a Variant of the SGI1 Genomic Island Carrying a Mercury Resistance Region, in Salmonella Enterica Serovar Kentucky."" Antimicrobial Agents and Chemotherapy, vol. 51, no. 1, 2006, pp. 317-323., doi:10.1128/aac.01229-06.",25193084 ; 17088481,,AY463797.8.fasta,,,
SGI1-L,,"Confers resistance to trimethoprim, gentamicin and steptomycin/spectinomycin",,Salmonella enterica subsp. enterica serovar Newport strain DT104 chromosome,,,,,,"Beutlich, Janine, et al. ""Antimicrobial Resistance and Virulence Determinants in European Salmonella Genomic Island 1-Positive Salmonella Enterica Isolates from Different Origins."" Applied and Environmental Microbiology, vol. 77, no. 16, 2011, pp. 5655-5664., doi:10.1128/aem.00425-11. ; Cloeckaert, A., et al. ""Variant Salmonella Genomic Island 1-L Antibiotic Resistance Gene Cluster in Salmonella Enterica Serovar Newport."" Antimicrobial Agents and Chemotherapy, vol. 50, no. 11, 2006, pp. 3944-3946., doi:10.1128/aac.00697-06.",21705546 ; 15388438 ,,,,,
SGI1-M,,Confers resistance to fluoroquinolones,,Salmonella enterica subsp. enterica serovar Newport strain DT104 chromosome,,,,,,"Beutlich, Janine, et al. ""Antimicrobial Resistance and Virulence Determinants in European Salmonella Genomic Island 1-Positive Salmonella Enterica Isolates from Different Origins."" Applied and Environmental Microbiology, vol. 77, no. 16, 2011, pp. 5655-5664., doi:10.1128/aem.00425-11.",21705546,,,,,
SGI1-N,,Unspecified ,,,,,,,,"Levings, R. S., et al. ""SGI1-K, a Variant of the SGI1 Genomic Island Carrying a Mercury Resistance Region, in Salmonella Enterica Serovar Kentucky."" Antimicrobial Agents and Chemotherapy, vol. 51, no. 1, 2006, pp. 317-323., doi:10.1128/aac.01229-06.",17088481,,,,,
SGI1-O,,"Contains the dfrA1 and sul1 genes, conferring resistance to trimethoprim and sulphonamides",,,,,,,,"Boyd, D. A., et al. ""Salmonella Genomic Island 1 (SGI1), Variant SGI1-I, and New Variant SGI1-O in Proteus Mirabilis Clinical and Food Isolates from China."" Antimicrobial Agents and Chemotherapy, vol. 52, no. 1, 2007, pp. 340-344., doi:10.1128/aac.00902-07.",18025121,,,,,
SGI1-P,,"Contains the IS1359 insertion sequence element (also called ISVch4), suspected of conferring multidrug resistance",,,,,,,,"Doublet, B., et al. ""Novel Insertion Sequence- and Transposon-Mediated Genetic Rearrangements in Genomic Island SGI1 of Salmonella Enterica Serovar Kentucky."" Antimicrobial Agents and Chemotherapy, vol. 52, no. 10, 2008, pp. 3745-3754., doi:10.1128/aac.00525-08.",18676889,,,,,
SGI1-Q,,"An IS26 element is inserted in place of the MDR region of SGI1, leads to a higher diversity of multi-drug resistant phenotypes.",,,,,,,,"Doublet, B., et al. ""Novel Insertion Sequence- and Transposon-Mediated Genetic Rearrangements in Genomic Island SGI1 of Salmonella Enterica Serovar Kentucky."" Antimicrobial Agents and Chemotherapy, vol. 52, no. 10, 2008, pp. 3745-3754., doi:10.1128/aac.00525-08.",18676889,,,,,
SGI1-R,,Unspecified ,,,,,,,,"Djordjevic, S. P., et al. ""Emergence and Evolution of Multiply Antibiotic-Resistant Salmonella Enterica Serovar Paratyphi B D-Tartrate-Utilizing Strains Containing SGI1."" Antimicrobial Agents and Chemotherapy, vol. 53, no. 6, 2009, pp. 2319-2326., doi:10.1128/aac.01532-08.",19332668,,,,,
SGI1-S,,Confers wide-range aminoglycoside resistance,,Salmonella enterica subsp. enterica serovar Virchow str. SL491 chromosome,,,,,,"Hello, Simon Le, et al. ""Early Strains of Multidrug-Resistant Salmonella Enterica Serovar Kentucky Sequence Type 198 from Southeast Asia Harbor Salmonella Genomic Island 1-J Variants with a Novel Insertion Sequence."" Antimicrobial Agents and Chemotherapy, vol. 56, no. 10, 2012, pp. 5096-5102., doi:10.1128/aac.00732-12.",22802251,,,,,
SGI1-T,,Unspecified ,,Salmonella enterica subsp. enterica serovar Typhimurium strain 72-21880-11 chromosome,,,43,,,"Targant, H., et al. ""IS6100-Mediated Genetic Rearrangement within the Complex Class 1 Integron In104 of the Salmonella Genomic Island 1."" Journal of Antimicrobial Chemotherapy, vol. 65, no. 7, 2010, pp. 1543-1545., doi:10.1093/jac/dkq163.",20483981,,,,,
